h,method,bin_lower,bin_upper,n,mean_probability,actual_up_frequency
5,mse_5y_e10.vol.W,0.2,0.3,41,0.2706526231629846,0.4634146341463415
5,mse_5y_e10.vol.W,0.3,0.4,168,0.35082871491059847,0.5297619047619048
5,mse_5y_e10.vol.W,0.4,0.5,237,0.45626389446515964,0.5274261603375527
5,mse_5y_e10.vol.W,0.5,0.6,266,0.5473392283271077,0.5037593984962406
5,mse_5y_e10.vol.W,0.6,0.7,146,0.6415275305155134,0.5205479452054794
5,mse_5y_e10.vol.W,0.7,0.8,35,0.7271133123017827,0.42857142857142855
5,mse_5y_e10.vol.W,0.8,0.9,0,,
5,mse_5y_e10.vol.W,0.9,1.0,0,,
5,mse_5y_e10.vol.I,0.0,0.1,0,,
5,mse_5y_e10.vol.I,0.1,0.2,0,,
5,mse_5y_e10.vol.I,0.2,0.3,38,0.26753668624146015,0.5
5,mse_5y_e10.vol.I,0.3,0.4,135,0.3545851429101933,0.5555555555555556
5,mse_5y_e10.vol.I,0.4,0.5,259,0.45366751938468625,0.5019305019305019
5,mse_5y_e10.vol.I,0.5,0.6,287,0.5484966445287613,0.5365853658536586
5,mse_5y_e10.vol.I,0.6,0.7,146,0.6427056532700856,0.4794520547945205
5,mse_5y_e10.vol.I,0.7,0.8,28,0.7254903942771215,0.35714285714285715
5,mse_5y_e10.vol.I,0.8,0.9,0,,
5,mse_5y_e10.vol.I,0.9,1.0,0,,
5,mse_5y_e10.vol.S,0.0,0.1,0,,
5,mse_5y_e10.vol.S,0.1,0.2,0,,
5,mse_5y_e10.vol.S,0.2,0.3,34,0.269145956357709,0.5
5,mse_5y_e10.vol.S,0.3,0.4,170,0.35058763559879014,0.5176470588235295
5,mse_5y_e10.vol.S,0.4,0.5,239,0.45595380754725706,0.5397489539748954
5,mse_5y_e10.vol.S,0.5,0.6,268,0.5473237562351725,0.4962686567164179
5,mse_5y_e10.vol.S,0.6,0.7,142,0.6411345541770266,0.49295774647887325
5,mse_5y_e10.vol.S,0.7,0.8,40,0.7265805607533355,0.525
5,mse_5y_e10.vol.S,0.8,0.9,0,,
5,mse_5y_e10.vol.S,0.9,1.0,0,,
5,mse_5y_e10.order_joint.U,0.0,0.1,0,,
5,mse_5y_e10.order_joint.U,0.1,0.2,1,0.18546507688035674,1.0
5,mse_5y_e10.order_joint.U,0.2,0.3,55,0.25790711494592766,0.41818181818181815
5,mse_5y_e10.order_joint.U,0.3,0.4,108,0.35562131130644137,0.5648148148148148
5,mse_5y_e10.order_joint.U,0.4,0.5,283,0.4565213951296723,0.4911660777385159
5,mse_5y_e10.order_joint.U,0.5,0.6,298,0.5475151573285598,0.5604026845637584
5,mse_5y_e10.order_joint.U,0.6,0.7,110,0.6336206085567381,0.4818181818181818
5,mse_5y_e10.order_joint.U,0.7,0.8,35,0.7366251151119693,0.37142857142857144
5,mse_5y_e10.order_joint.U,0.8,0.9,3,0.8172718004658693,0.3333333333333333
5,mse_5y_e10.order_joint.U,0.9,1.0,0,,
5,mse_5y_e10.order_joint.W,0.0,0.1,0,,
5,mse_5y_e10.order_joint.W,0.1,0.2,6,0.19163379824582938,0.5
5,mse_5y_e10.order_joint.W,0.2,0.3,49,0.2561870915785218,0.3877551020408163
5,mse_5y_e10.order_joint.W,0.3,0.4,148,0.3532295853379683,0.581081081081081
5,mse_5y_e10.order_joint.W,0.4,0.5,254,0.45404371883845274,0.5
5,mse_5y_e10.order_joint.W,0.5,0.6,268,0.5473550111161078,0.5186567164179104
5,mse_5y_e10.order_joint.W,0.6,0.7,130,0.6401941857095028,0.5461538461538461
5,mse_5y_e10.order_joint.W,0.7,0.8,38,0.7297222548298614,0.34210526315789475
5,mse_5y_e10.order_joint.W,0.8,0.9,0,,
5,mse_5y_e10.order_joint.W,0.9,1.0,0,,
5,mse_5y_e10.order_joint.I,0.0,0.1,0,,
5,mse_5y_e10.order_joint.I,0.1,0.2,1,0.1846154742330106,1.0
5,mse_5y_e10.order_joint.I,0.2,0.3,57,0.25703803441415896,0.42105263157894735
5,mse_5y_e10.order_joint.I,0.3,0.4,111,0.3558355884446702,0.5765765765765766
5,mse_5y_e10.order_joint.I,0.4,0.5,279,0.4558510531036967,0.4874551971326165
5,mse_5y_e10.order_joint.I,0.5,0.6,304,0.548249608134994,0.5526315789473685
5,mse_5y_e10.order_joint.I,0.6,0.7,108,0.6371782567507686,0.5
5,mse_5y_e10.order_joint.I,0.7,0.8,30,0.7360312371943557,0.3333333333333333
5,mse_5y_e10.order_joint.I,0.8,0.9,3,0.8098859021417723,0.3333333333333333
5,mse_5y_e10.order_joint.I,0.9,1.0,0,,
5,mse_5y_e10.order_joint.S,0.0,0.1,0,,
5,mse_5y_e10.order_joint.S,0.1,0.2,4,0.1884660269243639,0.75
5,mse_5y_e10.order_joint.S,0.2,0.3,48,0.2535499805549289,0.3541666666666667
5,mse_5y_e10.order_joint.S,0.3,0.4,145,0.3537263948041603,0.5724137931034483
5,mse_5y_e10.order_joint.S,0.4,0.5,257,0.4541383875748997,0.5175097276264592
5,mse_5y_e10.order_joint.S,0.5,0.6,267,0.5462933607673386,0.5243445692883895
5,mse_5y_e10.order_joint.S,0.6,0.7,131,0.6395533015218742,0.5190839694656488
5,mse_5y_e10.order_joint.S,0.7,0.8,41,0.7301971973138532,0.34146341463414637
5,mse_5y_e10.order_joint.S,0.8,0.9,0,,
5,mse_5y_e10.order_joint.S,0.9,1.0,0,,
5,mse_5y_e10.order_fixed.U,0.0,0.1,0,,
5,mse_5y_e10.order_fixed.U,0.1,0.2,1,0.18968027824441636,1.0
5,mse_5y_e10.order_fixed.U,0.2,0.3,51,0.25637847495432325,0.43137254901960786
5,mse_5y_e10.order_fixed.U,0.3,0.4,112,0.35468338932396193,0.5446428571428571
5,mse_5y_e10.order_fixed.U,0.4,0.5,282,0.4567391898544282,0.49645390070921985
5,mse_5y_e10.order_fixed.U,0.5,0.6,300,0.5473976797424726,0.56
5,mse_5y_e10.order_fixed.U,0.6,0.7,109,0.6331963521845457,0.47706422018348627
5,mse_5y_e10.order_fixed.U,0.7,0.8,35,0.7357390547877198,0.37142857142857144
5,mse_5y_e10.order_fixed.U,0.8,0.9,3,0.8162019540878168,0.3333333333333333
5,mse_5y_e10.order_fixed.U,0.9,1.0,0,,
5,mse_5y_e10.order_fixed.W,0.0,0.1,0,,
5,mse_5y_e10.order_fixed.W,0.1,0.2,3,0.19352916726404532,0.6666666666666666
5,mse_5y_e10.order_fixed.W,0.2,0.3,47,0.2534340667752452,0.3829787234042553
5,mse_5y_e10.order_fixed.W,0.3,0.4,158,0.3542385107096082,0.5569620253164557
5,mse_5y_e10.order_fixed.W,0.4,0.5,253,0.4553382838683648,0.5138339920948617
5,mse_5y_e10.order_fixed.W,0.5,0.6,270,0.5480782679778383,0.5148148148148148
5,mse_5y_e10.order_fixed.W,0.6,0.7,126,0.640908108468037,0.5476190476190477
5,mse_5y_e10.order_fixed.W,0.7,0.8,36,0.7286412442462314,0.3333333333333333
5,mse_5y_e10.order_fixed.W,0.8,0.9,0,,
5,mse_5y_e10.order_fixed.W,0.9,1.0,0,,
5,mse_5y_e10.order_fixed.I,0.0,0.1,0,,
5,mse_5y_e10.order_fixed.I,0.1,0.2,1,0.1887478108369718,1.0
5,mse_5y_e10.order_fixed.I,0.2,0.3,57,0.2586648841670508,0.43859649122807015
5,mse_5y_e10.order_fixed.I,0.3,0.4,109,0.3560762878462536,0.5596330275229358
5,mse_5y_e10.order_fixed.I,0.4,0.5,279,0.4554639932066122,0.4910394265232975
5,mse_5y_e10.order_fixed.I,0.5,0.6,307,0.5478195560143652,0.5570032573289903
5,mse_5y_e10.order_fixed.I,0.6,0.7,108,0.6371632863956793,0.48148148148148145
5,mse_5y_e10.order_fixed.I,0.7,0.8,29,0.7362646628200463,0.3448275862068966
5,mse_5y_e10.order_fixed.I,0.8,0.9,3,0.8085009919126467,0.3333333333333333
5,mse_5y_e10.order_fixed.I,0.9,1.0,0,,
5,mse_5y_e10.order_fixed.S,0.0,0.1,0,,
5,mse_5y_e10.order_fixed.S,0.1,0.2,2,0.1918511403437424,0.5
5,mse_5y_e10.order_fixed.S,0.2,0.3,46,0.25294138598946136,0.391304347826087
5,mse_5y_e10.order_fixed.S,0.3,0.4,154,0.3551337476703655,0.551948051948052
5,mse_5y_e10.order_fixed.S,0.4,0.5,257,0.45564287173806817,0.5214007782101168
5,mse_5y_e10.order_fixed.S,0.5,0.6,268,0.5472881626986918,0.5223880597014925
5,mse_5y_e10.order_fixed.S,0.6,0.7,128,0.6408877624756145,0.53125
5,mse_5y_e10.order_fixed.S,0.7,0.8,38,0.7301474090244685,0.3157894736842105
5,mse_5y_e10.order_fixed.S,0.8,0.9,0,,
5,mse_5y_e10.order_fixed.S,0.9,1.0,0,,
5,mse_5y_e10.scalar_probe.U,0.0,0.1,0,,
5,mse_5y_e10.scalar_probe.U,0.1,0.2,0,,
5,mse_5y_e10.scalar_probe.U,0.2,0.3,0,,
5,mse_5y_e10.scalar_probe.U,0.3,0.4,54,0.38077694879775026,0.5
5,mse_5y_e10.scalar_probe.U,0.4,0.5,513,0.4520170743072935,0.530214424951267
5,mse_5y_e10.scalar_probe.U,0.5,0.6,280,0.5507638727790999,0.4785714285714286
5,mse_5y_e10.scalar_probe.U,0.6,0.7,46,0.6136783825500322,0.5434782608695652
5,mse_5y_e10.scalar_probe.U,0.7,0.8,0,,
5,mse_5y_e10.scalar_probe.U,0.8,0.9,0,,
5,mse_5y_e10.scalar_probe.U,0.9,1.0,0,,
5,mse_5y_e20.add.U,0.0,0.1,0,,
5,mse_5y_e20.add.U,0.1,0.2,0,,
5,mse_5y_e20.add.U,0.2,0.3,40,0.2620602218181434,0.625
5,mse_5y_e20.add.U,0.3,0.4,156,0.3559628654940308,0.4551282051282051
5,mse_5y_e20.add.U,0.4,0.5,239,0.45144949899758713,0.4309623430962343
5,mse_5y_e20.add.U,0.5,0.6,249,0.5442066378034205,0.6104417670682731
5,mse_5y_e20.add.U,0.6,0.7,138,0.6439047303374545,0.6014492753623188
5,mse_5y_e20.add.U,0.7,0.8,61,0.7408254278772877,0.3114754098360656
5,mse_5y_e20.add.U,0.8,0.9,10,0.8141897054627023,0.5
5,mse_5y_e20.add.U,0.9,1.0,0,,
5,mse_5y_e20.add.W,0.0,0.1,0,,
5,mse_5y_e20.add.W,0.1,0.2,1,0.19791109033723708,1.0
5,mse_5y_e20.add.W,0.2,0.3,50,0.27209238178106027,0.58
5,mse_5y_e20.add.W,0.3,0.4,174,0.35648966005345567,0.4425287356321839
5,mse_5y_e20.add.W,0.4,0.5,231,0.45584876739733415,0.47619047619047616
5,mse_5y_e20.add.W,0.5,0.6,222,0.5448510622275523,0.5585585585585585
5,mse_5y_e20.add.W,0.6,0.7,150,0.6438032327999406,0.62
5,mse_5y_e20.add.W,0.7,0.8,60,0.7399258730514355,0.38333333333333336
5,mse_5y_e20.add.W,0.8,0.9,5,0.804866442670666,0.2
5,mse_5y_e20.add.W,0.9,1.0,0,,
5,mse_5y_e20.add.I,0.0,0.1,0,,
5,mse_5y_e20.add.I,0.1,0.2,0,,
5,mse_5y_e20.add.I,0.2,0.3,44,0.2614984082977481,0.6136363636363636
5,mse_5y_e20.add.I,0.3,0.4,162,0.35665152567530134,0.4691358024691358
5,mse_5y_e20.add.I,0.4,0.5,234,0.4526287917152002,0.42735042735042733
5,mse_5y_e20.add.I,0.5,0.6,252,0.547419221985641,0.6071428571428571
5,mse_5y_e20.add.I,0.6,0.7,131,0.6444566903589659,0.5725190839694656
5,mse_5y_e20.add.I,0.7,0.8,61,0.7407788422253977,0.39344262295081966
5,mse_5y_e20.add.I,0.8,0.9,9,0.8116133454896933,0.3333333333333333
5,mse_5y_e20.add.I,0.9,1.0,0,,
5,mse_5y_e20.add.S,0.0,0.1,0,,
5,mse_5y_e20.add.S,0.1,0.2,1,0.19948043166299836,1.0
5,mse_5y_e20.add.S,0.2,0.3,42,0.27269852334131073,0.5952380952380952
5,mse_5y_e20.add.S,0.3,0.4,170,0.35462185375246386,0.45294117647058824
5,mse_5y_e20.add.S,0.4,0.5,241,0.45461760383432687,0.46887966804979253
5,mse_5y_e20.add.S,0.5,0.6,236,0.5466248787204564,0.576271186440678
5,mse_5y_e20.add.S,0.6,0.7,132,0.6470067594750158,0.6060606060606061
5,mse_5y_e20.add.S,0.7,0.8,66,0.7373193365083082,0.3484848484848485
5,mse_5y_e20.add.S,0.8,0.9,5,0.8082577684784207,0.6
5,mse_5y_e20.add.S,0.9,1.0,0,,
5,mse_5y_e20.vol.U,0.0,0.1,0,,
5,mse_5y_e20.vol.U,0.1,0.2,6,0.19128883207901934,0.6666666666666666
5,mse_5y_e20.vol.U,0.2,0.3,34,0.2629433591600974,0.6470588235294118
5,mse_5y_e20.vol.U,0.3,0.4,129,0.3615199428425811,0.4728682170542636
5,mse_5y_e20.vol.U,0.4,0.5,274,0.451100236904255,0.4343065693430657
5,mse_5y_e20.vol.U,0.5,0.6,248,0.5429472864220304,0.592741935483871
5,mse_5y_e20.vol.U,0.6,0.7,131,0.6420827456973254,0.6106870229007634
5,mse_5y_e20.vol.U,0.7,0.8,63,0.7404992027896847,0.3492063492063492
5,mse_5y_e20.vol.U,0.8,0.9,8,0.8116279124515589,0.375
5,mse_5y_e20.vol.U,0.9,1.0,0,,
5,mse_5y_e20.vol.W,0.0,0.1,0,,
5,mse_5y_e20.vol.W,0.1,0.2,1,0.18917527934912837,1.0
5,mse_5y_e20.vol.W,0.2,0.3,39,0.26559821205352874,0.6153846153846154
5,mse_5y_e20.vol.W,0.3,0.4,166,0.3594977178973096,0.4457831325301205
5,mse_5y_e20.vol.W,0.4,0.5,254,0.454035346579497,0.4645669291338583
5,mse_5y_e20.vol.W,0.5,0.6,223,0.5450745181785274,0.57847533632287
5,mse_5y_e20.vol.W,0.6,0.7,145,0.6434995897969831,0.6137931034482759
5,mse_5y_e20.vol.W,0.7,0.8,59,0.7406545764541838,0.3559322033898305
5,mse_5y_e20.vol.W,0.8,0.9,6,0.8057002743658002,0.3333333333333333
5,mse_5y_e20.vol.W,0.9,1.0,0,,
5,mse_5y_e20.vol.I,0.0,0.1,0,,
5,mse_5y_e20.vol.I,0.1,0.2,6,0.18869544994357257,0.6666666666666666
5,mse_5y_e20.vol.I,0.2,0.3,37,0.26116524999137536,0.6216216216216216
5,mse_5y_e20.vol.I,0.3,0.4,132,0.3613135646654674,0.48484848484848486
5,mse_5y_e20.vol.I,0.4,0.5,273,0.45146715100235085,0.4249084249084249
5,mse_5y_e20.vol.I,0.5,0.6,247,0.5453455681940732,0.5991902834008097
5,mse_5y_e20.vol.I,0.6,0.7,131,0.6419922747044661,0.5877862595419847
5,mse_5y_e20.vol.I,0.7,0.8,61,0.7439202425693351,0.39344262295081966
5,mse_5y_e20.vol.I,0.8,0.9,6,0.8139266727200383,0.3333333333333333
5,mse_5y_e20.vol.I,0.9,1.0,0,,
5,mse_5y_e20.vol.S,0.0,0.1,0,,
5,mse_5y_e20.vol.S,0.1,0.2,1,0.19081029798032678,1.0
5,mse_5y_e20.vol.S,0.2,0.3,33,0.26631666562483025,0.6363636363636364
5,mse_5y_e20.vol.S,0.3,0.4,166,0.35957782745030237,0.45180722891566266
5,mse_5y_e20.vol.S,0.4,0.5,253,0.4530666451777661,0.47035573122529645
5,mse_5y_e20.vol.S,0.5,0.6,241,0.5455998063149292,0.5726141078838174
5,mse_5y_e20.vol.S,0.6,0.7,129,0.6465963966415019,0.6201550387596899
5,mse_5y_e20.vol.S,0.7,0.8,65,0.7399434720666586,0.3230769230769231
5,mse_5y_e20.vol.S,0.8,0.9,5,0.8093094679167729,0.6
5,mse_5y_e20.vol.S,0.9,1.0,0,,
5,mse_5y_e20.order_joint.U,0.0,0.1,0,,
5,mse_5y_e20.order_joint.U,0.1,0.2,5,0.18928801972619752,0.8
5,mse_5y_e20.order_joint.U,0.2,0.3,46,0.2688280561181327,0.5869565217391305
5,mse_5y_e20.order_joint.U,0.3,0.4,126,0.35890158754085283,0.47619047619047616
5,mse_5y_e20.order_joint.U,0.4,0.5,265,0.4564418359389311,0.44528301886792454
5,mse_5y_e20.order_joint.U,0.5,0.6,266,0.5473554531002616,0.5714285714285714
5,mse_5y_e20.order_joint.U,0.6,0.7,128,0.6434660005381794,0.6171875
5,mse_5y_e20.order_joint.U,0.7,0.8,51,0.7416201754670488,0.3333333333333333
5,mse_5y_e20.order_joint.U,0.8,0.9,6,0.83054966516783,0.16666666666666666
5,mse_5y_e20.order_joint.U,0.9,1.0,0,,
5,mse_5y_e20.order_joint.W,0.0,0.1,0,,
5,mse_5y_e20.order_joint.W,0.1,0.2,1,0.19192808808992443,1.0
5,mse_5y_e20.order_joint.W,0.2,0.3,53,0.26602239901641617,0.5849056603773585
5,mse_5y_e20.order_joint.W,0.3,0.4,152,0.35512867551579747,0.4868421052631579
5,mse_5y_e20.order_joint.W,0.4,0.5,238,0.4540104007963137,0.44537815126050423
5,mse_5y_e20.order_joint.W,0.5,0.6,250,0.5491172803094767,0.572
5,mse_5y_e20.order_joint.W,0.6,0.7,140,0.6458261268633413,0.5857142857142857
5,mse_5y_e20.order_joint.W,0.7,0.8,50,0.7372262696769195,0.42
5,mse_5y_e20.order_joint.W,0.8,0.9,9,0.8214486045975105,0.0
5,mse_5y_e20.order_joint.W,0.9,1.0,0,,
5,mse_5y_e20.order_joint.I,0.0,0.1,0,,
5,mse_5y_e20.order_joint.I,0.1,0.2,6,0.18872760092423846,0.6666666666666666
5,mse_5y_e20.order_joint.I,0.2,0.3,50,0.2686483131814258,0.6
5,mse_5y_e20.order_joint.I,0.3,0.4,125,0.35750042300438756,0.488
5,mse_5y_e20.order_joint.I,0.4,0.5,254,0.454322574457255,0.4330708661417323
5,mse_5y_e20.order_joint.I,0.5,0.6,268,0.5463896536490757,0.5634328358208955
5,mse_5y_e20.order_joint.I,0.6,0.7,135,0.6401690934546623,0.6444444444444445
5,mse_5y_e20.order_joint.I,0.7,0.8,48,0.7398591738327589,0.3125
5,mse_5y_e20.order_joint.I,0.8,0.9,7,0.828938978858408,0.0
5,mse_5y_e20.order_joint.I,0.9,1.0,0,,
5,mse_5y_e20.order_joint.S,0.0,0.1,0,,
5,mse_5y_e20.order_joint.S,0.1,0.2,1,0.19358348095400837,1.0
5,mse_5y_e20.order_joint.S,0.2,0.3,46,0.26766725209569603,0.5652173913043478
5,mse_5y_e20.order_joint.S,0.3,0.4,149,0.3545332809512886,0.4899328859060403
5,mse_5y_e20.order_joint.S,0.4,0.5,240,0.45232469719094226,0.4583333333333333
5,mse_5y_e20.order_joint.S,0.5,0.6,263,0.5478057801632705,0.5627376425855514
5,mse_5y_e20.order_joint.S,0.6,0.7,134,0.647169707980417,0.5970149253731343
5,mse_5y_e20.order_joint.S,0.7,0.8,56,0.7442965007165345,0.35714285714285715
5,mse_5y_e20.order_joint.S,0.8,0.9,4,0.834560206141559,0.0
5,mse_5y_e20.order_joint.S,0.9,1.0,0,,
5,mse_5y_e20.order_fixed.U,0.0,0.1,0,,
5,mse_5y_e20.order_fixed.U,0.1,0.2,5,0.18921339763561354,0.8
5,mse_5y_e20.order_fixed.U,0.2,0.3,44,0.2675470185526681,0.5909090909090909
5,mse_5y_e20.order_fixed.U,0.3,0.4,126,0.35821039595829124,0.48412698412698413
5,mse_5y_e20.order_fixed.U,0.4,0.5,268,0.45642214677288134,0.44402985074626866
5,mse_5y_e20.order_fixed.U,0.5,0.6,269,0.5477991906484244,0.5650557620817844
5,mse_5y_e20.order_fixed.U,0.6,0.7,125,0.6443323412258264,0.624
5,mse_5y_e20.order_fixed.U,0.7,0.8,50,0.7420405316851938,0.34
5,mse_5y_e20.order_fixed.U,0.8,0.9,6,0.8299888541729628,0.16666666666666666
5,mse_5y_e20.order_fixed.U,0.9,1.0,0,,
5,mse_5y_e20.order_fixed.W,0.0,0.1,0,,
5,mse_5y_e20.order_fixed.W,0.1,0.2,1,0.19158808374160055,1.0
5,mse_5y_e20.order_fixed.W,0.2,0.3,50,0.2656416456946037,0.58
5,mse_5y_e20.order_fixed.W,0.3,0.4,151,0.3546198677165448,0.4900662251655629
5,mse_5y_e20.order_fixed.W,0.4,0.5,243,0.4527068379103339,0.448559670781893
5,mse_5y_e20.order_fixed.W,0.5,0.6,253,0.5478234761317684,0.5652173913043478
5,mse_5y_e20.order_fixed.W,0.6,0.7,139,0.6467043609646683,0.5971223021582733
5,mse_5y_e20.order_fixed.W,0.7,0.8,47,0.7398188978141438,0.40425531914893614
5,mse_5y_e20.order_fixed.W,0.8,0.9,9,0.8251106609797237,0.0
5,mse_5y_e20.order_fixed.W,0.9,1.0,0,,
5,mse_5y_e20.order_fixed.I,0.0,0.1,0,,
5,mse_5y_e20.order_fixed.I,0.1,0.2,6,0.1885211345990986,0.6666666666666666
5,mse_5y_e20.order_fixed.I,0.2,0.3,48,0.2679367433748796,0.6041666666666666
5,mse_5y_e20.order_fixed.I,0.3,0.4,127,0.35760356214330213,0.4881889763779528
5,mse_5y_e20.order_fixed.I,0.4,0.5,256,0.45498807081504167,0.4375
5,mse_5y_e20.order_fixed.I,0.5,0.6,269,0.5466424541672147,0.5613382899628253
5,mse_5y_e20.order_fixed.I,0.6,0.7,132,0.6403597515287336,0.6363636363636364
5,mse_5y_e20.order_fixed.I,0.7,0.8,48,0.7393216872436327,0.3333333333333333
5,mse_5y_e20.order_fixed.I,0.8,0.9,7,0.8282112097925908,0.0
5,mse_5y_e20.order_fixed.I,0.9,1.0,0,,
5,mse_5y_e20.order_fixed.S,0.0,0.1,0,,
5,mse_5y_e20.order_fixed.S,0.1,0.2,1,0.193335212574681,1.0
5,mse_5y_e20.order_fixed.S,0.2,0.3,45,0.26846777896675367,0.5777777777777777
5,mse_5y_e20.order_fixed.S,0.3,0.4,148,0.35508073475053215,0.4864864864864865
5,mse_5y_e20.order_fixed.S,0.4,0.5,252,0.45316780324864003,0.45634920634920634
5,mse_5y_e20.order_fixed.S,0.5,0.6,255,0.5477756839447593,0.5647058823529412
5,mse_5y_e20.order_fixed.S,0.6,0.7,131,0.6461998397742844,0.6106870229007634
5,mse_5y_e20.order_fixed.S,0.7,0.8,56,0.7428858333494618,0.35714285714285715
5,mse_5y_e20.order_fixed.S,0.8,0.9,5,0.8316193739584048,0.0
5,mse_5y_e20.order_fixed.S,0.9,1.0,0,,
5,mse_5y_e20.scalar_probe.U,0.0,0.1,0,,
5,mse_5y_e20.scalar_probe.U,0.1,0.2,0,,
5,mse_5y_e20.scalar_probe.U,0.2,0.3,14,0.28467066779815653,0.6428571428571429
5,mse_5y_e20.scalar_probe.U,0.3,0.4,184,0.3693600721033806,0.5054347826086957
5,mse_5y_e20.scalar_probe.U,0.4,0.5,312,0.44861800922317085,0.49038461538461536
5,mse_5y_e20.scalar_probe.U,0.5,0.6,254,0.5477160215998802,0.5984251968503937
5,mse_5y_e20.scalar_probe.U,0.6,0.7,122,0.6368834081710533,0.39344262295081966
5,mse_5y_e20.scalar_probe.U,0.7,0.8,7,0.7159849933784926,0.42857142857142855
5,mse_5y_e20.scalar_probe.U,0.8,0.9,0,,
5,mse_5y_e20.scalar_probe.U,0.9,1.0,0,,
5,frequency_5y,0.0,0.1,0,,
5,frequency_5y,0.1,0.2,0,,
5,frequency_5y,0.2,0.3,0,,
5,frequency_5y,0.3,0.4,0,,
5,frequency_5y,0.4,0.5,893,0.49445896588300836,0.5128779395296752
5,frequency_5y,0.5,0.6,0,,
5,frequency_5y,0.6,0.7,0,,
5,frequency_5y,0.7,0.8,0,,
5,frequency_5y,0.8,0.9,0,,
5,frequency_5y,0.9,1.0,0,,
5,market4_5y,0.0,0.1,0,,
5,market4_5y,0.1,0.2,0,,
5,market4_5y,0.2,0.3,0,,
5,market4_5y,0.3,0.4,11,0.3929264337196761,0.45454545454545453
5,market4_5y,0.4,0.5,422,0.45939822712718675,0.490521327014218
5,market4_5y,0.5,0.6,438,0.5367982902982095,0.541095890410959
5,market4_5y,0.6,0.7,22,0.6141343993026518,0.4090909090909091
5,market4_5y,0.7,0.8,0,,
5,market4_5y,0.8,0.9,0,,
5,market4_5y,0.9,1.0,0,,
5,bce_5y_e10.add.U,0.0,0.1,0,,
5,bce_5y_e10.add.U,0.1,0.2,0,,
5,bce_5y_e10.add.U,0.2,0.3,23,0.2696356395055278,0.43478260869565216
5,bce_5y_e10.add.U,0.3,0.4,157,0.357169223189997,0.5796178343949044
5,bce_5y_e10.add.U,0.4,0.5,246,0.45403852704631065,0.4878048780487805
5,bce_5y_e10.add.U,0.5,0.6,273,0.5476136999949806,0.5238095238095238
5,bce_5y_e10.add.U,0.6,0.7,137,0.6395592692743175,0.49635036496350365
5,bce_5y_e10.add.U,0.7,0.8,56,0.7378127572453016,0.44642857142857145
5,bce_5y_e10.add.U,0.8,0.9,1,0.812348660650593,1.0
5,bce_5y_e10.add.U,0.9,1.0,0,,
5,bce_5y_e10.add.W,0.0,0.1,0,,
5,bce_5y_e10.add.W,0.1,0.2,1,0.1862693266413807,0.0
5,bce_5y_e10.add.W,0.2,0.3,43,0.2636557196231111,0.4883720930232558
5,bce_5y_e10.add.W,0.3,0.4,175,0.35469559702926734,0.5257142857142857
5,bce_5y_e10.add.W,0.4,0.5,245,0.4508364590390076,0.5306122448979592
5,bce_5y_e10.add.W,0.5,0.6,252,0.5492808991485036,0.4880952380952381
5,bce_5y_e10.add.W,0.6,0.7,131,0.6427466225193307,0.5572519083969466
5,bce_5y_e10.add.W,0.7,0.8,45,0.7353099680308932,0.4222222222222222
5,bce_5y_e10.add.W,0.8,0.9,1,0.8110486799873957,0.0
5,bce_5y_e10.add.W,0.9,1.0,0,,
5,bce_5y_e10.add.I,0.0,0.1,0,,
5,bce_5y_e10.add.I,0.1,0.2,0,,
5,bce_5y_e10.add.I,0.2,0.3,24,0.269755314006727,0.4583333333333333
5,bce_5y_e10.add.I,0.3,0.4,158,0.35481588066077163,0.5886075949367089
5,bce_5y_e10.add.I,0.4,0.5,240,0.4522576467280153,0.5
5,bce_5y_e10.add.I,0.5,0.6,279,0.5467632827735932,0.5017921146953405
5,bce_5y_e10.add.I,0.6,0.7,140,0.6411362404201842,0.5071428571428571
5,bce_5y_e10.add.I,0.7,0.8,51,0.7353944646653975,0.43137254901960786
5,bce_5y_e10.add.I,0.8,0.9,1,0.8039109535216649,1.0
5,bce_5y_e10.add.I,0.9,1.0,0,,
5,bce_5y_e10.add.S,0.0,0.1,0,,
5,bce_5y_e10.add.S,0.1,0.2,1,0.18718158811566324,0.0
5,bce_5y_e10.add.S,0.2,0.3,38,0.26103275825070626,0.5
5,bce_5y_e10.add.S,0.3,0.4,176,0.35573182481328114,0.5340909090909091
5,bce_5y_e10.add.S,0.4,0.5,252,0.4519340561343009,0.5317460317460317
5,bce_5y_e10.add.S,0.5,0.6,246,0.5497548534027041,0.491869918699187
5,bce_5y_e10.add.S,0.6,0.7,133,0.6424205500327238,0.518796992481203
5,bce_5y_e10.add.S,0.7,0.8,46,0.7394565903004072,0.45652173913043476
5,bce_5y_e10.add.S,0.8,0.9,1,0.8021223824624161,0.0
5,bce_5y_e10.add.S,0.9,1.0,0,,
5,bce_5y_e10.vol.U,0.0,0.1,0,,
5,bce_5y_e10.vol.U,0.1,0.2,0,,
5,bce_5y_e10.vol.U,0.2,0.3,34,0.2662941993566347,0.5588235294117647
5,bce_5y_e10.vol.U,0.3,0.4,147,0.354975976736622,0.5986394557823129
5,bce_5y_e10.vol.U,0.4,0.5,282,0.45159706573709935,0.475177304964539
5,bce_5y_e10.vol.U,0.5,0.6,253,0.5481898713795919,0.5138339920948617
5,bce_5y_e10.vol.U,0.6,0.7,136,0.6417999485463116,0.5
