h,method,bin_lower,bin_upper,n,mean_probability,actual_up_frequency
1,mse_3y_e10.vol.W,0.9,1.0,0,,
1,mse_3y_e10.vol.I,0.0,0.1,0,,
1,mse_3y_e10.vol.I,0.1,0.2,0,,
1,mse_3y_e10.vol.I,0.2,0.3,0,,
1,mse_3y_e10.vol.I,0.3,0.4,81,0.3672838694898657,0.5555555555555556
1,mse_3y_e10.vol.I,0.4,0.5,445,0.4580034834706596,0.48764044943820223
1,mse_3y_e10.vol.I,0.5,0.6,348,0.5347072387802142,0.4942528735632184
1,mse_3y_e10.vol.I,0.6,0.7,23,0.6173012576689618,0.391304347826087
1,mse_3y_e10.vol.I,0.7,0.8,0,,
1,mse_3y_e10.vol.I,0.8,0.9,0,,
1,mse_3y_e10.vol.I,0.9,1.0,0,,
1,mse_3y_e10.vol.S,0.0,0.1,0,,
1,mse_3y_e10.vol.S,0.1,0.2,0,,
1,mse_3y_e10.vol.S,0.2,0.3,2,0.2920220755223212,0.5
1,mse_3y_e10.vol.S,0.3,0.4,88,0.3691051360012183,0.5454545454545454
1,mse_3y_e10.vol.S,0.4,0.5,413,0.45957842819391903,0.4915254237288136
1,mse_3y_e10.vol.S,0.5,0.6,361,0.5372922910400125,0.4903047091412742
1,mse_3y_e10.vol.S,0.6,0.7,33,0.6174859528160425,0.42424242424242425
1,mse_3y_e10.vol.S,0.7,0.8,0,,
1,mse_3y_e10.vol.S,0.8,0.9,0,,
1,mse_3y_e10.vol.S,0.9,1.0,0,,
1,mse_3y_e10.order_joint.U,0.0,0.1,0,,
1,mse_3y_e10.order_joint.U,0.1,0.2,0,,
1,mse_3y_e10.order_joint.U,0.2,0.3,0,,
1,mse_3y_e10.order_joint.U,0.3,0.4,78,0.3675791732755661,0.6153846153846154
1,mse_3y_e10.order_joint.U,0.4,0.5,444,0.4568584213722166,0.4774774774774775
1,mse_3y_e10.order_joint.U,0.5,0.6,347,0.5345935051070105,0.4956772334293948
1,mse_3y_e10.order_joint.U,0.6,0.7,28,0.6238191050603729,0.39285714285714285
1,mse_3y_e10.order_joint.U,0.7,0.8,0,,
1,mse_3y_e10.order_joint.U,0.8,0.9,0,,
1,mse_3y_e10.order_joint.U,0.9,1.0,0,,
1,mse_3y_e10.order_joint.W,0.0,0.1,0,,
1,mse_3y_e10.order_joint.W,0.1,0.2,0,,
1,mse_3y_e10.order_joint.W,0.2,0.3,1,0.2832937791164833,0.0
1,mse_3y_e10.order_joint.W,0.3,0.4,94,0.36754611843907486,0.5851063829787234
1,mse_3y_e10.order_joint.W,0.4,0.5,401,0.4558042194361245,0.48877805486284287
1,mse_3y_e10.order_joint.W,0.5,0.6,367,0.536068953184837,0.48501362397820164
1,mse_3y_e10.order_joint.W,0.6,0.7,34,0.6229240241414589,0.4117647058823529
1,mse_3y_e10.order_joint.W,0.7,0.8,0,,
1,mse_3y_e10.order_joint.W,0.8,0.9,0,,
1,mse_3y_e10.order_joint.W,0.9,1.0,0,,
1,mse_3y_e10.order_joint.I,0.0,0.1,0,,
1,mse_3y_e10.order_joint.I,0.1,0.2,0,,
1,mse_3y_e10.order_joint.I,0.2,0.3,1,0.298840913928955,0.0
1,mse_3y_e10.order_joint.I,0.3,0.4,83,0.3688488299358931,0.5903614457831325
1,mse_3y_e10.order_joint.I,0.4,0.5,436,0.45638948247987693,0.4793577981651376
1,mse_3y_e10.order_joint.I,0.5,0.6,351,0.5342674327911188,0.4985754985754986
1,mse_3y_e10.order_joint.I,0.6,0.7,26,0.6243275422969723,0.38461538461538464
1,mse_3y_e10.order_joint.I,0.7,0.8,0,,
1,mse_3y_e10.order_joint.I,0.8,0.9,0,,
1,mse_3y_e10.order_joint.I,0.9,1.0,0,,
1,mse_3y_e10.order_joint.S,0.0,0.1,0,,
1,mse_3y_e10.order_joint.S,0.1,0.2,0,,
1,mse_3y_e10.order_joint.S,0.2,0.3,1,0.2875563947018524,0.0
1,mse_3y_e10.order_joint.S,0.3,0.4,88,0.36792513962220375,0.5795454545454546
1,mse_3y_e10.order_joint.S,0.4,0.5,411,0.4564312194635458,0.48905109489051096
1,mse_3y_e10.order_joint.S,0.5,0.6,360,0.5362712586176597,0.4888888888888889
1,mse_3y_e10.order_joint.S,0.6,0.7,37,0.622274759564492,0.40540540540540543
1,mse_3y_e10.order_joint.S,0.7,0.8,0,,
1,mse_3y_e10.order_joint.S,0.8,0.9,0,,
1,mse_3y_e10.order_joint.S,0.9,1.0,0,,
1,mse_3y_e10.order_fixed.U,0.0,0.1,0,,
1,mse_3y_e10.order_fixed.U,0.1,0.2,0,,
1,mse_3y_e10.order_fixed.U,0.2,0.3,0,,
1,mse_3y_e10.order_fixed.U,0.3,0.4,78,0.36806548498648617,0.6153846153846154
1,mse_3y_e10.order_fixed.U,0.4,0.5,444,0.4572127176235186,0.4797297297297297
1,mse_3y_e10.order_fixed.U,0.5,0.6,347,0.5345691545704502,0.49279538904899134
1,mse_3y_e10.order_fixed.U,0.6,0.7,28,0.6234881810957432,0.39285714285714285
1,mse_3y_e10.order_fixed.U,0.7,0.8,0,,
1,mse_3y_e10.order_fixed.U,0.8,0.9,0,,
1,mse_3y_e10.order_fixed.U,0.9,1.0,0,,
1,mse_3y_e10.order_fixed.W,0.0,0.1,0,,
1,mse_3y_e10.order_fixed.W,0.1,0.2,0,,
1,mse_3y_e10.order_fixed.W,0.2,0.3,1,0.27769281619853653,0.0
1,mse_3y_e10.order_fixed.W,0.3,0.4,93,0.3673148242886535,0.5806451612903226
1,mse_3y_e10.order_fixed.W,0.4,0.5,402,0.4559880491720244,0.48507462686567165
1,mse_3y_e10.order_fixed.W,0.5,0.6,367,0.5361920580655691,0.4904632152588556
1,mse_3y_e10.order_fixed.W,0.6,0.7,34,0.6226643282618544,0.4117647058823529
1,mse_3y_e10.order_fixed.W,0.7,0.8,0,,
1,mse_3y_e10.order_fixed.W,0.8,0.9,0,,
1,mse_3y_e10.order_fixed.W,0.9,1.0,0,,
1,mse_3y_e10.order_fixed.I,0.0,0.1,0,,
1,mse_3y_e10.order_fixed.I,0.1,0.2,0,,
1,mse_3y_e10.order_fixed.I,0.2,0.3,1,0.2987501137008444,0.0
1,mse_3y_e10.order_fixed.I,0.3,0.4,82,0.36870941589544837,0.5853658536585366
1,mse_3y_e10.order_fixed.I,0.4,0.5,438,0.4564688647051628,0.4794520547945205
1,mse_3y_e10.order_fixed.I,0.5,0.6,351,0.5343142118374752,0.4985754985754986
1,mse_3y_e10.order_fixed.I,0.6,0.7,25,0.6246219999108324,0.4
1,mse_3y_e10.order_fixed.I,0.7,0.8,0,,
1,mse_3y_e10.order_fixed.I,0.8,0.9,0,,
1,mse_3y_e10.order_fixed.I,0.9,1.0,0,,
1,mse_3y_e10.order_fixed.S,0.0,0.1,0,,
1,mse_3y_e10.order_fixed.S,0.1,0.2,0,,
1,mse_3y_e10.order_fixed.S,0.2,0.3,1,0.28254468094860596,0.0
1,mse_3y_e10.order_fixed.S,0.3,0.4,88,0.3683955674225215,0.5909090909090909
1,mse_3y_e10.order_fixed.S,0.4,0.5,412,0.45711236009761785,0.49029126213592233
1,mse_3y_e10.order_fixed.S,0.5,0.6,358,0.5364810483643196,0.4860335195530726
1,mse_3y_e10.order_fixed.S,0.6,0.7,38,0.6217504296678759,0.39473684210526316
1,mse_3y_e10.order_fixed.S,0.7,0.8,0,,
1,mse_3y_e10.order_fixed.S,0.8,0.9,0,,
1,mse_3y_e10.order_fixed.S,0.9,1.0,0,,
1,mse_3y_e10.scalar_probe.U,0.0,0.1,0,,
1,mse_3y_e10.scalar_probe.U,0.1,0.2,0,,
1,mse_3y_e10.scalar_probe.U,0.2,0.3,0,,
1,mse_3y_e10.scalar_probe.U,0.3,0.4,0,,
1,mse_3y_e10.scalar_probe.U,0.4,0.5,729,0.4789848810742818,0.5006858710562414
1,mse_3y_e10.scalar_probe.U,0.5,0.6,168,0.5092941805373238,0.4642857142857143
1,mse_3y_e10.scalar_probe.U,0.6,0.7,0,,
1,mse_3y_e10.scalar_probe.U,0.7,0.8,0,,
1,mse_3y_e10.scalar_probe.U,0.8,0.9,0,,
1,mse_3y_e10.scalar_probe.U,0.9,1.0,0,,
1,mse_3y_e20.add.U,0.0,0.1,0,,
1,mse_3y_e20.add.U,0.1,0.2,0,,
1,mse_3y_e20.add.U,0.2,0.3,6,0.2744006105638627,0.3333333333333333
1,mse_3y_e20.add.U,0.3,0.4,71,0.3596208781863734,0.5633802816901409
1,mse_3y_e20.add.U,0.4,0.5,461,0.46077131189431575,0.49891540130151846
1,mse_3y_e20.add.U,0.5,0.6,328,0.5367994420300402,0.4725609756097561
1,mse_3y_e20.add.U,0.6,0.7,31,0.6228708952581753,0.5161290322580645
1,mse_3y_e20.add.U,0.7,0.8,0,,
1,mse_3y_e20.add.U,0.8,0.9,0,,
1,mse_3y_e20.add.U,0.9,1.0,0,,
1,mse_3y_e20.add.W,0.0,0.1,0,,
1,mse_3y_e20.add.W,0.1,0.2,0,,
1,mse_3y_e20.add.W,0.2,0.3,17,0.275280017709078,0.4117647058823529
1,mse_3y_e20.add.W,0.3,0.4,72,0.36580170960191283,0.5694444444444444
1,mse_3y_e20.add.W,0.4,0.5,427,0.4609554286569381,0.4918032786885246
1,mse_3y_e20.add.W,0.5,0.6,351,0.5388231874688825,0.4843304843304843
1,mse_3y_e20.add.W,0.6,0.7,30,0.6205824311417416,0.5
1,mse_3y_e20.add.W,0.7,0.8,0,,
1,mse_3y_e20.add.W,0.8,0.9,0,,
1,mse_3y_e20.add.W,0.9,1.0,0,,
1,mse_3y_e20.add.I,0.0,0.1,0,,
1,mse_3y_e20.add.I,0.1,0.2,0,,
1,mse_3y_e20.add.I,0.2,0.3,7,0.2737341700695406,0.2857142857142857
1,mse_3y_e20.add.I,0.3,0.4,75,0.359594249511384,0.56
1,mse_3y_e20.add.I,0.4,0.5,450,0.4600930678373609,0.4955555555555556
1,mse_3y_e20.add.I,0.5,0.6,339,0.5360665085173575,0.471976401179941
1,mse_3y_e20.add.I,0.6,0.7,26,0.6234813703541513,0.6153846153846154
1,mse_3y_e20.add.I,0.7,0.8,0,,
1,mse_3y_e20.add.I,0.8,0.9,0,,
1,mse_3y_e20.add.I,0.9,1.0,0,,
1,mse_3y_e20.add.S,0.0,0.1,0,,
1,mse_3y_e20.add.S,0.1,0.2,0,,
1,mse_3y_e20.add.S,0.2,0.3,13,0.27293445894350576,0.38461538461538464
1,mse_3y_e20.add.S,0.3,0.4,70,0.36346184416188376,0.5714285714285714
1,mse_3y_e20.add.S,0.4,0.5,442,0.46176831370830795,0.497737556561086
1,mse_3y_e20.add.S,0.5,0.6,340,0.5402318211541656,0.4764705882352941
1,mse_3y_e20.add.S,0.6,0.7,32,0.6223541495602923,0.5
1,mse_3y_e20.add.S,0.7,0.8,0,,
1,mse_3y_e20.add.S,0.8,0.9,0,,
1,mse_3y_e20.add.S,0.9,1.0,0,,
1,mse_3y_e20.vol.U,0.0,0.1,0,,
1,mse_3y_e20.vol.U,0.1,0.2,0,,
1,mse_3y_e20.vol.U,0.2,0.3,11,0.27439323448346564,0.36363636363636365
1,mse_3y_e20.vol.U,0.3,0.4,60,0.360911852599807,0.5833333333333334
1,mse_3y_e20.vol.U,0.4,0.5,467,0.461356735879652,0.49678800856531047
1,mse_3y_e20.vol.U,0.5,0.6,335,0.5345087035993841,0.4746268656716418
1,mse_3y_e20.vol.U,0.6,0.7,24,0.6255572380139314,0.5416666666666666
1,mse_3y_e20.vol.U,0.7,0.8,0,,
1,mse_3y_e20.vol.U,0.8,0.9,0,,
1,mse_3y_e20.vol.U,0.9,1.0,0,,
1,mse_3y_e20.vol.W,0.0,0.1,0,,
1,mse_3y_e20.vol.W,0.1,0.2,0,,
1,mse_3y_e20.vol.W,0.2,0.3,16,0.2719741141891262,0.375
1,mse_3y_e20.vol.W,0.3,0.4,74,0.36301837010413873,0.5945945945945946
1,mse_3y_e20.vol.W,0.4,0.5,429,0.46131056147554184,0.4801864801864802
1,mse_3y_e20.vol.W,0.5,0.6,351,0.5384817883635346,0.49572649572649574
1,mse_3y_e20.vol.W,0.6,0.7,27,0.6219145015219188,0.48148148148148145
1,mse_3y_e20.vol.W,0.7,0.8,0,,
1,mse_3y_e20.vol.W,0.8,0.9,0,,
1,mse_3y_e20.vol.W,0.9,1.0,0,,
1,mse_3y_e20.vol.I,0.0,0.1,0,,
1,mse_3y_e20.vol.I,0.1,0.2,0,,
1,mse_3y_e20.vol.I,0.2,0.3,11,0.2711181388815544,0.36363636363636365
1,mse_3y_e20.vol.I,0.3,0.4,65,0.36053711385117665,0.5692307692307692
1,mse_3y_e20.vol.I,0.4,0.5,456,0.4606097542014144,0.49122807017543857
1,mse_3y_e20.vol.I,0.5,0.6,345,0.5337485422659656,0.48405797101449277
1,mse_3y_e20.vol.I,0.6,0.7,20,0.6269977926585079,0.55
1,mse_3y_e20.vol.I,0.7,0.8,0,,
1,mse_3y_e20.vol.I,0.8,0.9,0,,
1,mse_3y_e20.vol.I,0.9,1.0,0,,
1,mse_3y_e20.vol.S,0.0,0.1,0,,
1,mse_3y_e20.vol.S,0.1,0.2,0,,
1,mse_3y_e20.vol.S,0.2,0.3,14,0.2720236139442879,0.2857142857142857
1,mse_3y_e20.vol.S,0.3,0.4,72,0.36354179259760727,0.625
1,mse_3y_e20.vol.S,0.4,0.5,430,0.46136017807777546,0.4813953488372093
1,mse_3y_e20.vol.S,0.5,0.6,352,0.5384262639650856,0.4914772727272727
1,mse_3y_e20.vol.S,0.6,0.7,29,0.6230160568860756,0.4827586206896552
1,mse_3y_e20.vol.S,0.7,0.8,0,,
1,mse_3y_e20.vol.S,0.8,0.9,0,,
1,mse_3y_e20.vol.S,0.9,1.0,0,,
1,mse_3y_e20.order_joint.U,0.0,0.1,0,,
1,mse_3y_e20.order_joint.U,0.1,0.2,0,,
1,mse_3y_e20.order_joint.U,0.2,0.3,7,0.2771948294161856,0.42857142857142855
1,mse_3y_e20.order_joint.U,0.3,0.4,71,0.3675178859898475,0.5211267605633803
1,mse_3y_e20.order_joint.U,0.4,0.5,462,0.45958132025033915,0.5086580086580087
1,mse_3y_e20.order_joint.U,0.5,0.6,323,0.5360258002474622,0.47058823529411764
1,mse_3y_e20.order_joint.U,0.6,0.7,34,0.6286623493833051,0.47058823529411764
1,mse_3y_e20.order_joint.U,0.7,0.8,0,,
1,mse_3y_e20.order_joint.U,0.8,0.9,0,,
1,mse_3y_e20.order_joint.U,0.9,1.0,0,,
1,mse_3y_e20.order_joint.W,0.0,0.1,0,,
1,mse_3y_e20.order_joint.W,0.1,0.2,0,,
1,mse_3y_e20.order_joint.W,0.2,0.3,10,0.28005815589180416,0.3
1,mse_3y_e20.order_joint.W,0.3,0.4,78,0.3643825467298055,0.5641025641025641
1,mse_3y_e20.order_joint.W,0.4,0.5,443,0.4589772610739437,0.49887133182844245
1,mse_3y_e20.order_joint.W,0.5,0.6,334,0.5402585411851138,0.47305389221556887
1,mse_3y_e20.order_joint.W,0.6,0.7,32,0.6336564990675958,0.53125
1,mse_3y_e20.order_joint.W,0.7,0.8,0,,
1,mse_3y_e20.order_joint.W,0.8,0.9,0,,
1,mse_3y_e20.order_joint.W,0.9,1.0,0,,
1,mse_3y_e20.order_joint.I,0.0,0.1,0,,
1,mse_3y_e20.order_joint.I,0.1,0.2,0,,
1,mse_3y_e20.order_joint.I,0.2,0.3,8,0.2779288162635793,0.5
1,mse_3y_e20.order_joint.I,0.3,0.4,75,0.3679738011687169,0.52
1,mse_3y_e20.order_joint.I,0.4,0.5,455,0.45935908084799104,0.4989010989010989
1,mse_3y_e20.order_joint.I,0.5,0.6,328,0.5354951770903564,0.47865853658536583
1,mse_3y_e20.order_joint.I,0.6,0.7,31,0.6281214095231561,0.5161290322580645
1,mse_3y_e20.order_joint.I,0.7,0.8,0,,
1,mse_3y_e20.order_joint.I,0.8,0.9,0,,
1,mse_3y_e20.order_joint.I,0.9,1.0,0,,
1,mse_3y_e20.order_joint.S,0.0,0.1,0,,
1,mse_3y_e20.order_joint.S,0.1,0.2,0,,
1,mse_3y_e20.order_joint.S,0.2,0.3,10,0.28312457787787215,0.3
1,mse_3y_e20.order_joint.S,0.3,0.4,73,0.3655969522034893,0.6027397260273972
1,mse_3y_e20.order_joint.S,0.4,0.5,452,0.4593589138675119,0.49336283185840707
1,mse_3y_e20.order_joint.S,0.5,0.6,327,0.5408831404212021,0.4740061162079511
1,mse_3y_e20.order_joint.S,0.6,0.7,35,0.6334891505121861,0.5142857142857142
1,mse_3y_e20.order_joint.S,0.7,0.8,0,,
1,mse_3y_e20.order_joint.S,0.8,0.9,0,,
1,mse_3y_e20.order_joint.S,0.9,1.0,0,,
1,mse_3y_e20.order_fixed.U,0.0,0.1,0,,
1,mse_3y_e20.order_fixed.U,0.1,0.2,0,,
1,mse_3y_e20.order_fixed.U,0.2,0.3,7,0.27764965154243804,0.42857142857142855
1,mse_3y_e20.order_fixed.U,0.3,0.4,70,0.3675917362743843,0.5142857142857142
1,mse_3y_e20.order_fixed.U,0.4,0.5,463,0.45969998381250265,0.509719222462203
1,mse_3y_e20.order_fixed.U,0.5,0.6,324,0.536235979003681,0.4722222222222222
1,mse_3y_e20.order_fixed.U,0.6,0.7,33,0.6292674925028271,0.45454545454545453
1,mse_3y_e20.order_fixed.U,0.7,0.8,0,,
1,mse_3y_e20.order_fixed.U,0.8,0.9,0,,
1,mse_3y_e20.order_fixed.U,0.9,1.0,0,,
1,mse_3y_e20.order_fixed.W,0.0,0.1,0,,
1,mse_3y_e20.order_fixed.W,0.1,0.2,0,,
1,mse_3y_e20.order_fixed.W,0.2,0.3,10,0.27856314042710073,0.3
1,mse_3y_e20.order_fixed.W,0.3,0.4,78,0.363859078852562,0.5641025641025641
1,mse_3y_e20.order_fixed.W,0.4,0.5,442,0.45944304948768283,0.5
1,mse_3y_e20.order_fixed.W,0.5,0.6,333,0.539705924286628,0.47147147147147145
1,mse_3y_e20.order_fixed.W,0.6,0.7,34,0.6312572679327689,0.5294117647058824
1,mse_3y_e20.order_fixed.W,0.7,0.8,0,,
1,mse_3y_e20.order_fixed.W,0.8,0.9,0,,
1,mse_3y_e20.order_fixed.W,0.9,1.0,0,,
1,mse_3y_e20.order_fixed.I,0.0,0.1,0,,
1,mse_3y_e20.order_fixed.I,0.1,0.2,0,,
1,mse_3y_e20.order_fixed.I,0.2,0.3,8,0.2781577482481681,0.5
1,mse_3y_e20.order_fixed.I,0.3,0.4,72,0.3668653659886545,0.5138888888888888
1,mse_3y_e20.order_fixed.I,0.4,0.5,457,0.45900804598016676,0.5010940919037199
1,mse_3y_e20.order_fixed.I,0.5,0.6,329,0.5352678945138275,0.47720364741641336
1,mse_3y_e20.order_fixed.I,0.6,0.7,31,0.6275466290406102,0.5161290322580645
1,mse_3y_e20.order_fixed.I,0.7,0.8,0,,
1,mse_3y_e20.order_fixed.I,0.8,0.9,0,,
1,mse_3y_e20.order_fixed.I,0.9,1.0,0,,
1,mse_3y_e20.order_fixed.S,0.0,0.1,0,,
1,mse_3y_e20.order_fixed.S,0.1,0.2,0,,
1,mse_3y_e20.order_fixed.S,0.2,0.3,10,0.28197543801315705,0.3
1,mse_3y_e20.order_fixed.S,0.3,0.4,73,0.36545021914992143,0.589041095890411
1,mse_3y_e20.order_fixed.S,0.4,0.5,449,0.459775951489984,0.49443207126948774
1,mse_3y_e20.order_fixed.S,0.5,0.6,330,0.5405103583522674,0.47575757575757577
1,mse_3y_e20.order_fixed.S,0.6,0.7,35,0.6333492824590147,0.5142857142857142
1,mse_3y_e20.order_fixed.S,0.7,0.8,0,,
1,mse_3y_e20.order_fixed.S,0.8,0.9,0,,
1,mse_3y_e20.order_fixed.S,0.9,1.0,0,,
1,mse_3y_e20.scalar_probe.U,0.0,0.1,0,,
1,mse_3y_e20.scalar_probe.U,0.1,0.2,0,,
1,mse_3y_e20.scalar_probe.U,0.2,0.3,0,,
1,mse_3y_e20.scalar_probe.U,0.3,0.4,2,0.39952358870616855,1.0
1,mse_3y_e20.scalar_probe.U,0.4,0.5,770,0.4711598545413085,0.4987012987012987
1,mse_3y_e20.scalar_probe.U,0.5,0.6,125,0.5236334675224651,0.456
1,mse_3y_e20.scalar_probe.U,0.6,0.7,0,,
1,mse_3y_e20.scalar_probe.U,0.7,0.8,0,,
1,mse_3y_e20.scalar_probe.U,0.8,0.9,0,,
1,mse_3y_e20.scalar_probe.U,0.9,1.0,0,,
1,frequency_3y,0.0,0.1,0,,
1,frequency_3y,0.1,0.2,0,,
1,frequency_3y,0.2,0.3,0,,
1,frequency_3y,0.3,0.4,0,,
1,frequency_3y,0.4,0.5,897,0.4824173552943318,0.4938684503901895
1,frequency_3y,0.5,0.6,0,,
1,frequency_3y,0.6,0.7,0,,
1,frequency_3y,0.7,0.8,0,,
1,frequency_3y,0.8,0.9,0,,
1,frequency_3y,0.9,1.0,0,,
1,market4_3y,0.0,0.1,0,,
1,market4_3y,0.1,0.2,0,,
1,market4_3y,0.2,0.3,0,,
1,market4_3y,0.3,0.4,0,,
1,market4_3y,0.4,0.5,669,0.47181560653150845,0.5082212257100149
1,market4_3y,0.5,0.6,228,0.5193908805077723,0.4517543859649123
1,market4_3y,0.6,0.7,0,,
1,market4_3y,0.7,0.8,0,,
1,market4_3y,0.8,0.9,0,,
1,market4_3y,0.9,1.0,0,,
1,mse_q2026_e10.add.U,0.0,0.1,0,,
1,mse_q2026_e10.add.U,0.1,0.2,0,,
1,mse_q2026_e10.add.U,0.2,0.3,0,,
1,mse_q2026_e10.add.U,0.3,0.4,62,0.3653032113284512,0.4838709677419355
1,mse_q2026_e10.add.U,0.4,0.5,381,0.4610766962830484,0.48293963254593175
1,mse_q2026_e10.add.U,0.5,0.6,414,0.5381446735249564,0.5120772946859904
1,mse_q2026_e10.add.U,0.6,0.7,40,0.62403515728113,0.425
1,mse_q2026_e10.add.U,0.7,0.8,0,,
1,mse_q2026_e10.add.U,0.8,0.9,0,,
1,mse_q2026_e10.add.U,0.9,1.0,0,,
1,mse_q2026_e10.add.W,0.0,0.1,0,,
1,mse_q2026_e10.add.W,0.1,0.2,0,,
1,mse_q2026_e10.add.W,0.2,0.3,5,0.2801975985094407,0.4
1,mse_q2026_e10.add.W,0.3,0.4,86,0.359840387805785,0.5116279069767442
1,mse_q2026_e10.add.W,0.4,0.5,381,0.46092099587628677,0.4776902887139108
1,mse_q2026_e10.add.W,0.5,0.6,375,0.5383737018407453,0.5226666666666666
1,mse_q2026_e10.add.W,0.6,0.7,49,0.6300154931800968,0.3877551020408163
1,mse_q2026_e10.add.W,0.7,0.8,1,0.7013250759365568,0.0
1,mse_q2026_e10.add.W,0.8,0.9,0,,
1,mse_q2026_e10.add.W,0.9,1.0,0,,
1,mse_q2026_e10.add.I,0.0,0.1,0,,
1,mse_q2026_e10.add.I,0.1,0.2,0,,
1,mse_q2026_e10.add.I,0.2,0.3,0,,
1,mse_q2026_e10.add.I,0.3,0.4,67,0.3650013935859079,0.4626865671641791
1,mse_q2026_e10.add.I,0.4,0.5,391,0.4601069210613006,0.4859335038363171
1,mse_q2026_e10.add.I,0.5,0.6,399,0.5372459180179829,0.5162907268170426
1,mse_q2026_e10.add.I,0.6,0.7,40,0.6234342870176677,0.4
1,mse_q2026_e10.add.I,0.7,0.8,0,,
1,mse_q2026_e10.add.I,0.8,0.9,0,,
1,mse_q2026_e10.add.I,0.9,1.0,0,,
1,mse_q2026_e10.add.S,0.0,0.1,0,,
1,mse_q2026_e10.add.S,0.1,0.2,0,,
1,mse_q2026_e10.add.S,0.2,0.3,5,0.28266232834367816,0.4
1,mse_q2026_e10.add.S,0.3,0.4,83,0.3613450909996472,0.5301204819277109
1,mse_q2026_e10.add.S,0.4,0.5,363,0.46134283721116615,0.47107438016528924
1,mse_q2026_e10.add.S,0.5,0.6,395,0.5388267500189287,0.5240506329113924
1,mse_q2026_e10.add.S,0.6,0.7,51,0.6298667701522245,0.37254901960784315
1,mse_q2026_e10.add.S,0.7,0.8,0,,
1,mse_q2026_e10.add.S,0.8,0.9,0,,
1,mse_q2026_e10.add.S,0.9,1.0,0,,
1,mse_q2026_e10.vol.U,0.0,0.1,0,,
1,mse_q2026_e10.vol.U,0.1,0.2,0,,
1,mse_q2026_e10.vol.U,0.2,0.3,0,,
1,mse_q2026_e10.vol.U,0.3,0.4,62,0.3729353400443272,0.46774193548387094
1,mse_q2026_e10.vol.U,0.4,0.5,408,0.4625276025779602,0.49019607843137253
1,mse_q2026_e10.vol.U,0.5,0.6,404,0.5357718981974582,0.5074257425742574
1,mse_q2026_e10.vol.U,0.6,0.7,23,0.6219597476295885,0.391304347826087
1,mse_q2026_e10.vol.U,0.7,0.8,0,,
1,mse_q2026_e10.vol.U,0.8,0.9,0,,
1,mse_q2026_e10.vol.U,0.9,1.0,0,,
1,mse_q2026_e10.vol.W,0.0,0.1,0,,
1,mse_q2026_e10.vol.W,0.1,0.2,0,,
1,mse_q2026_e10.vol.W,0.2,0.3,4,0.2923799447946389,0.25
1,mse_q2026_e10.vol.W,0.3,0.4,95,0.362818492263165,0.5157894736842106
1,mse_q2026_e10.vol.W,0.4,0.5,391,0.46166065316234767,0.4731457800511509
1,mse_q2026_e10.vol.W,0.5,0.6,359,0.5353962970384979,0.5236768802228412
1,mse_q2026_e10.vol.W,0.6,0.7,48,0.6268496226118864,0.4166666666666667
1,mse_q2026_e10.vol.W,0.7,0.8,0,,
1,mse_q2026_e10.vol.W,0.8,0.9,0,,
1,mse_q2026_e10.vol.W,0.9,1.0,0,,
1,mse_q2026_e10.vol.I,0.0,0.1,0,,
1,mse_q2026_e10.vol.I,0.1,0.2,0,,
1,mse_q2026_e10.vol.I,0.2,0.3,0,,
1,mse_q2026_e10.vol.I,0.3,0.4,67,0.3716875174545676,0.4626865671641791
1,mse_q2026_e10.vol.I,0.4,0.5,419,0.4614979979141635,0.4892601431980907
1,mse_q2026_e10.vol.I,0.5,0.6,385,0.5345877905460197,0.509090909090909
1,mse_q2026_e10.vol.I,0.6,0.7,26,0.6181044329250264,0.4230769230769231
1,mse_q2026_e10.vol.I,0.7,0.8,0,,
1,mse_q2026_e10.vol.I,0.8,0.9,0,,
1,mse_q2026_e10.vol.I,0.9,1.0,0,,
1,mse_q2026_e10.vol.S,0.0,0.1,0,,
1,mse_q2026_e10.vol.S,0.1,0.2,0,,
1,mse_q2026_e10.vol.S,0.2,0.3,2,0.28840382342444026,0.5
1,mse_q2026_e10.vol.S,0.3,0.4,94,0.3635501820434669,0.5
1,mse_q2026_e10.vol.S,0.4,0.5,385,0.46338885175876326,0.4649350649350649
1,mse_q2026_e10.vol.S,0.5,0.6,368,0.5371872323874269,0.5407608695652174
1,mse_q2026_e10.vol.S,0.6,0.7,48,0.6255012457329346,0.3541666666666667
1,mse_q2026_e10.vol.S,0.7,0.8,0,,
1,mse_q2026_e10.vol.S,0.8,0.9,0,,
1,mse_q2026_e10.vol.S,0.9,1.0,0,,
1,mse_q2026_e10.order_joint.U,0.0,0.1,0,,
1,mse_q2026_e10.order_joint.U,0.1,0.2,0,,
1,mse_q2026_e10.order_joint.U,0.2,0.3,0,,
1,mse_q2026_e10.order_joint.U,0.3,0.4,60,0.3730667321983123,0.5
1,mse_q2026_e10.order_joint.U,0.4,0.5,421,0.4623091032706161,0.4679334916864608
1,mse_q2026_e10.order_joint.U,0.5,0.6,381,0.5359958678538814,0.5301837270341208
1,mse_q2026_e10.order_joint.U,0.6,0.7,35,0.6245792802491029,0.4
1,mse_q2026_e10.order_joint.U,0.7,0.8,0,,
1,mse_q2026_e10.order_joint.U,0.8,0.9,0,,
1,mse_q2026_e10.order_joint.U,0.9,1.0,0,,
1,mse_q2026_e10.order_joint.W,0.0,0.1,0,,
